# This file is generated; do not edit manually.
# cache: cb77808 Cache version 2026-08-19-rev240
id,ambient,contrast,render_priority
8550,0,0,1
8551,0,0,1
8552,0,0,1
8553,0,0,1
8554,0,0,1
8555,0,0,1
8556,0,0,1
8557,0,0,1
8558,0,0,1
8559,0,0,1
8560,0,0,1
8561,0,0,1
8565,0,0,1
8572,0,0,1
8573,0,0,1
8574,0,0,1
8581,0,0,1
8582,0,0,1
8583,40,500,1
8584,0,0,1
8585,0,0,1
8588,0,0,1
8589,0,0,1
8590,0,0,1
8591,30,0,0
8592,30,0,0
8593,30,0,0
8595,0,0,1
8597,0,0,1
8605,0,0,1
8606,0,0,1
8607,0,0,1
8608,0,0,1
8609,30,220,0
8612,0,220,0
8613,0,220,0
8614,30,150,0
8615,30,220,1
8616,30,220,1
8617,30,220,1
8618,30,220,1
8619,30,220,1
8620,30,220,1
8621,30,220,1
8622,30,220,1
8623,0,0,1
8624,0,0,1
8625,0,0,1
8626,0,0,1
8628,0,0,1
8631,0,0,1
8632,0,0,1
8633,10,500,0
8638,0,0,1
8665,0,0,1
8666,20,0,0
8667,25,0,0
8678,0,0,1
8679,0,0,1
8680,0,0,1
8681,0,0,1
8682,0,0,1
8683,0,0,1
8684,0,0,1
8685,0,0,1
8686,0,0,1
8687,0,0,1
8688,0,0,1
8690,10,50,0
8691,10,50,0
8692,0,0,1
8693,0,0,1
8694,0,0,1
8697,0,0,1
8711,0,0,1
8717,0,0,1
8718,0,0,1
8721,0,0,1
8722,0,0,1
8723,0,0,1
8724,0,0,1
8725,0,0,1
8726,0,0,1
8727,0,0,1
8728,0,0,1
8741,0,0,1
8742,0,0,1
8743,0,0,1
8744,0,0,1
8745,0,0,1
8746,0,0,1
8748,0,0,1
8749,0,0,1
8750,0,0,1
8751,0,0,1
8752,0,0,1
8753,0,0,1
8754,0,0,1
8755,0,0,1
8756,0,0,1
8757,0,0,1
8763,0,0,1
8764,0,0,1
8775,30,0,0
8776,30,0,0
8777,30,0,0
8778,30,0,0
8779,30,0,0
8780,30,0,0
8781,30,0,0
8782,30,0,0
8783,30,0,0
8784,30,0,0
8793,0,0,1
8794,0,0,1
8795,0,0,1
8797,0,0,1
8798,0,0,1
8803,0,0,1
8810,0,0,1
8811,0,0,1
8812,0,0,1
8813,0,0,1
8815,0,0,1
8816,0,0,1
8821,0,0,1
8822,0,0,1
8827,0,0,1
8830,0,0,1
8840,0,0,1
8841,0,0,1
8842,0,0,1
8843,0,0,1
8847,0,0,1
8856,0,0,1
8857,0,0,1
8858,0,0,1
8859,0,0,1
8860,0,0,1
8861,0,0,1
8862,0,0,1
8863,0,0,1
8864,0,0,1
8866,0,0,1
8867,0,0,1
8868,0,0,1
8869,0,0,1
8870,0,0,1
8871,0,0,1
8872,0,0,1
8873,0,0,1
8874,0,0,1
8875,0,0,1
8876,0,0,1
8877,0,0,1
8878,0,0,1
8879,0,0,1
8880,0,0,1
8881,0,0,1
8882,0,0,1
8883,0,0,1
8884,0,0,1
8885,0,0,1
8886,0,0,1
8887,0,0,1
8888,0,0,1
8889,0,0,1
8890,0,0,1
8891,0,0,1
8917,30,0,0
8918,-15,0,0
8919,30,0,0
8920,30,0,0
8921,30,0,1
8925,0,0,1
8931,0,0,1
8932,0,0,1
8933,0,0,1
8934,0,0,1
8935,0,0,1
8936,0,0,1
8937,0,0,1
8938,0,0,1
8939,0,0,1
8946,0,0,1
8947,0,0,1
8948,0,0,1
8949,0,0,1
8951,0,0,1
8952,0,0,1
8962,0,0,1
8965,0,0,1
8966,0,0,1
9011,0,0,1
9021,30,0,1
9022,30,0,1
9023,30,0,1
9024,30,0,1
9025,30,0,1
9026,30,0,0
9027,30,0,0
9028,30,0,0
9029,30,0,0
9030,30,0,0
9031,30,0,0
9032,30,0,0
9033,30,0,0
9034,30,0,0
9035,0,220,1
9036,0,220,1
9037,0,220,1
9038,0,220,1
9039,10,220,1
9040,0,220,0
9041,0,220,0
9042,0,220,0
9043,0,220,0
9044,0,220,0
9045,0,220,0
9046,0,220,0
9047,0,220,0
9048,0,220,0
9049,30,220,0
9050,30,220,0
9051,30,220,0
9053,0,0,1
9118,30,0,0
9140,0,0,1
9149,0,0,1
9181,30,0,0
9192,10,50,0
9193,0,0,1
9194,20,100,0
9195,0,0,1
9196,0,0,1
9197,0,0,1
9200,0,0,1
9238,0,0,1
9243,0,0,1
9245,0,0,1
9246,0,0,1
9247,0,0,1
9248,0,0,1
9249,0,0,1
9272,0,0,1
9278,0,0,1
9279,0,0,1
9280,0,0,1
9281,0,0,1
9287,0,0,1
9288,0,0,1
9289,-15,0,1
9290,-15,0,1
9291,-15,0,1
9292,-15,0,1
9306,0,0,1
9408,0,0,1
9413,0,0,1
9414,0,0,1
9416,15,500,1
9417,15,500,1
9418,15,500,1
9419,15,500,1
9420,15,500,1
9421,15,500,1
9422,15,500,1
9423,15,500,1
9424,15,500,1
9425,15,500,1
9426,15,500,1
9427,15,500,1
9428,15,500,1
9429,15,500,1
9430,15,500,1
9431,15,500,1
9432,15,500,1
9433,15,500,1
9434,10,50,1
9435,10,50,1
9436,10,50,1
9437,10,50,1
9438,10,50,1
9439,10,50,1
9440,10,50,1
9441,10,50,1
9442,10,50,1
9443,10,50,1
9444,10,50,1
9445,10,50,1
9446,20,0,1
9447,20,0,1
9448,20,0,1
9449,20,0,1
9450,20,0,1
9451,20,0,1
9452,0,0,1
9453,0,0,1
9454,20,0,1
9455,20,0,1
9459,0,0,1
9460,15,500,1
9461,15,500,1
9462,15,500,1
9463,15,500,1
9464,15,500,1
9465,50,300,0
9466,20,0,1
9467,20,0,1
9468,0,0,1
9469,0,0,1
9470,20,0,1
9471,0,0,1
9472,0,0,1
9473,0,0,1
9474,25,0,0
9476,0,0,1
9477,0,0,1
9479,0,0,1
9480,0,0,1
9481,0,0,1
9482,0,0,1
9484,0,0,1
9485,0,0,1
9486,0,0,1
9487,0,0,1
9489,0,0,1
9491,0,0,1
9492,30,0,0
9497,30,0,0
9504,10,50,0
9507,0,0,1
9508,0,0,1
9509,0,0,1
9510,0,0,1
9511,10,25,0
9513,10,25,0
9515,0,0,1
9516,0,0,1
9517,0,0,1
9518,0,0,1
9519,0,0,1
9520,0,0,1
9521,0,0,1
9522,0,0,1
9523,0,0,1
9524,0,0,1
9525,0,0,1
9526,0,0,1
9527,0,0,1
9528,0,0,1
9529,0,0,1
9530,0,0,1
9531,0,0,1
9532,0,0,1
9533,0,0,1
9534,0,0,1
9535,0,0,1
9536,0,0,1
9537,0,0,1
9538,0,0,1
9539,0,0,1
9540,0,0,1
9542,0,0,1
9543,0,0,1
9544,0,0,1
9545,0,0,1
9546,0,0,1
9547,0,0,1
9548,0,0,1
9549,0,0,1
9550,0,0,1
9551,0,0,1
9552,0,0,1
9553,0,0,1
9554,0,0,1
9555,0,0,1
9556,0,0,1
9557,0,0,1
9558,0,0,1
9569,0,0,1
9570,0,0,1
9571,0,0,1
9572,0,0,1
9573,0,0,1
9586,-25,0,0
9587,-25,0,0
9588,0,0,1
9589,-25,0,0
9590,-25,0,0
9591,-25,0,0
9599,0,0,1
9600,0,0,1
9601,0,0,1
9602,0,0,1
9603,0,0,1
9604,0,0,1
9609,20,0,0
9611,0,0,1
9614,5,0,0
9615,5,0,0
9616,-25,0,0
9617,-25,0,0
9621,0,0,1
9623,0,0,1
9625,0,0,1
9627,0,0,1
9629,0,0,1
9631,0,0,1
9632,0,0,1
9633,0,0,1
9639,0,0,1
9640,0,0,1
9645,45,0,0
9646,45,0,0
9667,70,350,0
9668,70,350,0
9669,0,0,1
9670,0,0,1
9671,0,0,1
9672,0,0,1
9673,0,0,1
9674,0,0,1
9675,-25,0,0
9676,-25,0,0
9683,-25,0,0
9684,-25,0,0
9718,-25,0,0
9719,-25,0,0
9720,-25,0,0
9721,-25,0,0
9722,0,0,1
9727,-25,0,0
9728,-25,0,0
9729,-25,0,0
9730,-25,0,0
9731,-25,0,0
9732,-25,0,0
9733,-25,0,0
9734,-25,0,0
9735,-25,0,1
9736,-25,0,1
9737,-25,0,1
9738,-25,0,1
9739,-25,0,1
9740,-25,0,1
9741,-25,0,1
9742,-25,0,1
9747,10,0,0
9756,0,0,1
9757,0,0,1
9758,0,0,1
9759,0,0,1
9760,0,0,1
9761,0,0,1
9762,0,0,1
9763,0,0,1
9767,0,0,1
9768,0,0,1
9801,0,0,1
9802,0,0,1
9806,0,0,1
9823,0,0,1
9855,0,0,1
10370,0,0,1
10374,8,25,1
10375,8,25,1
10376,8,25,1
10377,0,0,1
10383,0,0,1
10384,0,0,1
10391,0,0,1
10393,20,75,0
10394,20,75,0
10395,20,75,0
10400,0,220,1
10401,0,220,0
10402,30,220,0
10414,0,0,1
10415,0,0,1
10416,0,0,1
10417,0,0,1
10418,0,0,1
10419,0,0,1
10420,0,0,1
10421,0,0,1
10422,0,0,1
10423,0,0,1
10424,0,0,1
10425,0,0,1
10426,0,0,1
10427,0,0,1
10428,0,0,1
10429,0,0,1
10430,0,0,1
10431,0,0,1
10433,0,0,1
10435,30,300,0
10436,30,300,0
10437,30,300,0
10440,0,0,1
10444,0,0,1
10452,0,0,1
10453,0,0,1
10454,0,0,1
10455,0,0,1
10456,0,0,1
10457,0,0,1
10458,0,0,1
10459,0,0,1
10460,8,0,0
10461,0,0,1
10462,0,0,1
10463,0,0,1
10464,0,0,1
10465,0,0,1
10466,0,0,1
10467,0,0,1
10468,0,0,1
10469,0,0,1
10470,0,0,1
10471,0,0,1
10472,0,0,1
10473,0,0,1
10474,20,100,0
10475,20,100,0
10479,0,0,1
10480,0,0,1
10481,0,0,1
10482,0,0,1
10483,0,0,1
10484,0,0,1
10485,0,0,1
10486,0,0,1
10487,0,0,1
10488,0,0,1
10489,0,0,1
10490,0,0,1
10491,0,0,1
10492,0,0,1
10493,0,0,1
10494,15,0,0
10495,15,0,0
10496,15,0,0
10497,15,0,0
10498,15,0,0
10499,15,0,0
10500,0,0,1
10501,0,0,1
10502,0,0,1
10503,0,0,1
10504,0,0,1
10506,0,0,1
10513,20,100,0
10514,20,100,0
10515,20,100,0
10516,0,0,1
10517,0,0,1
10518,0,0,1
10519,0,0,1
10520,0,0,1
10521,0,0,1
10523,20,100,0
10524,20,100,0
10525,20,100,0
10526,20,100,0
10528,0,0,1
10529,0,0,1
10530,0,0,1
10531,0,0,1
10532,0,0,1
10534,20,100,0
10535,20,100,0
10536,20,100,0
10537,20,100,0
10538,20,100,0
10539,20,0,0
10540,20,0,0
10541,20,0,0
10542,0,0,1
10543,0,0,1
10544,20,100,0
10545,20,100,0
10548,0,0,1
10549,0,0,1
10550,0,0,1
10551,0,0,1
10552,0,0,1
10553,0,0,1
10554,0,0,1
10555,0,0,1
10556,0,0,1
10557,0,0,1
10558,0,0,1
10559,0,0,1
10560,0,0,1
10561,70,350,1
10564,0,0,1
10566,15,0,0
10567,15,0,0
10570,30,100,0
10571,30,100,0
10572,40,-100,0
10573,40,-100,0
10574,40,-100,0
10575,40,-100,0
10580,-5,0,0
10581,30,-440,0
10583,0,0,1
10584,0,0,1
10585,0,0,1
10586,0,0,1
10587,0,0,1
10588,0,0,1
10589,0,0,1
10593,0,0,1
10595,0,0,1
10596,0,0,1
10597,0,0,1
10599,0,0,1
10600,0,0,1
10601,0,0,1
10602,0,0,1
10604,0,0,1
10610,0,0,1
10611,0,0,1
10612,0,0,1
10613,0,0,1
10618,0,0,1
10619,0,0,1
10620,-10,0,0
10621,0,0,1
10622,0,0,1
10623,-10,0,0
10624,30,150,0
10625,-10,0,0
10628,40,0,0
10630,0,0,1
10631,0,0,1
10632,0,50,1
10633,0,0,1
10634,0,0,1
10635,20,100,0
10638,0,0,1
10639,0,0,1
10640,0,0,1
10641,0,0,1
10642,0,0,1
10643,0,0,1
10644,0,0,1
10645,0,0,1
10646,0,0,1
10647,0,0,1
10648,0,0,1
10649,0,0,1
10650,30,150,0
10651,30,150,0
10654,15,0,0
10658,0,0,1
10665,15,0,0
10666,15,0,0
10668,0,0,1
10669,0,0,1
10675,5,0,0
10680,30,0,0
10683,0,0,1
10686,50,100,0
10687,50,100,0
10688,50,100,0
10689,0,500,1
10690,0,500,1
10691,0,500,1
10692,0,500,1
10693,0,500,1
10694,0,500,1
10695,0,500,1
10696,0,500,1
10697,0,0,1
10698,0,0,1
10699,0,0,1
10701,0,0,1
10702,0,0,1
10703,0,0,1
10704,0,0,1
10705,0,0,1
10706,0,0,1
10707,0,0,1
10726,0,0,1
10727,0,0,1
10733,0,0,1
10759,0,0,1
10760,20,0,0
10812,0,220,1
10813,0,220,1
10814,30,0,0
10815,30,0,0
10816,30,0,0
10817,30,0,0
10818,30,0,0
10819,30,0,0
10821,10,220,1
10822,30,0,0
10823,30,0,0
10824,30,0,0
10825,30,0,0
10826,30,0,0
10827,30,0,0
10829,10,220,1
10830,0,0,1
10831,0,0,1
10832,0,0,1
10833,0,0,1
10834,0,0,1
10835,0,0,1
10836,0,0,1
10838,20,0,0
10839,20,0,0
10846,50,250,1
10847,0,0,1
10848,0,0,1
10849,0,0,1
10850,0,0,1
10851,0,0,1
10852,0,0,1
10853,0,0,1
10855,20,0,0
10856,20,0,0
10863,50,250,1
10866,50,250,1
10869,50,250,1
10875,0,0,1
10876,0,0,1
10877,0,0,1
10887,0,0,1
10889,0,0,1
10890,0,0,1
10891,0,0,1
10893,0,0,1
10894,0,0,1
10895,0,0,1
10896,0,0,1
10913,0,0,1
10914,0,0,1
10915,0,0,1
10916,0,0,1
10917,0,0,1
10918,0,0,1
10919,0,0,1
10920,0,0,1
10921,0,0,1
10923,0,0,1
10924,0,0,1
10925,0,0,1
10926,0,0,1
10928,0,0,1
10929,0,0,1
10930,0,0,1
10931,0,0,1
10935,0,0,1
10936,0,0,1
10937,0,0,1
10939,0,0,1
10942,0,0,1
10944,0,0,1
10945,0,0,1
10946,0,0,1
10948,0,0,1
10949,0,0,1
10950,0,0,1
10951,20,60,1
10952,0,0,1
10953,20,60,1
10954,20,60,1
10955,20,60,1
10956,20,60,1
10957,20,60,0
10958,20,60,0
10960,0,0,1
10961,0,0,1
10963,0,0,1
10964,0,0,1
10966,0,0,1
10967,0,0,1
10968,0,0,1
10969,0,0,1
10970,0,0,1
10972,0,0,1
10974,0,0,1
10976,0,0,1
10978,0,0,1
10979,0,0,1
10980,0,0,1
10981,0,0,1
10982,0,0,1
10983,0,0,1
10992,0,0,1
10993,0,0,1
10994,0,0,1
10995,0,0,1
10996,0,0,1
10997,0,0,1
10998,0,0,1
10999,0,0,1
11000,0,0,1
11001,0,0,1
11002,0,0,1
11003,0,0,1
11004,0,0,1
11005,0,0,1
11006,0,0,1
11007,0,0,1
11008,0,0,1
11009,0,0,1
11010,0,0,1
11011,0,0,1
11012,0,0,1
11013,0,0,1
11014,0,0,1
11015,0,0,1
11016,0,0,1
11017,0,0,1
11018,0,0,1
11019,0,0,1
11020,0,0,1
11021,0,0,1
11022,0,0,1
11023,0,0,1
11024,0,0,1
11025,0,0,1
11026,20,0,0
11028,0,0,1
11029,0,0,1
11030,0,0,1
11031,0,0,1
11032,0,0,1
11034,0,0,1
11035,0,0,1
11038,0,0,1
11039,0,0,1
11040,0,0,1
11041,0,0,1
11042,0,0,1
11043,0,0,1
11044,0,0,1
11045,0,0,1
11046,0,0,1
11047,0,0,1
11048,0,0,1
11088,25,50,0
11091,0,0,1
11112,0,0,1
11113,0,0,1
11117,0,0,1
11118,0,0,1
11119,0,0,1
11120,0,0,1
11121,0,0,1
11122,0,0,1
11123,0,0,1
11124,0,0,1
11125,0,0,1
11126,0,0,1
11130,0,0,1
11131,0,0,1
11138,0,0,1
11139,0,0,1
11140,0,0,1
11142,0,0,1
11143,0,0,1
11144,0,0,1
11145,0,0,1
11146,0,0,1
11148,0,0,1
11149,0,0,1
11150,0,0,1
11151,0,0,1
11152,0,0,1
11153,15,500,1
11154,15,500,1
11155,15,500,1
11157,30,150,0
11158,30,150,0
11159,30,150,0
11160,30,150,0
11162,0,0,1
11163,0,0,1
11164,0,0,1
11165,0,0,1
11166,0,0,1
11167,0,0,1
11168,0,0,1
11169,-25,0,1
11170,-25,0,1
11171,-25,0,1
11172,-25,0,1
11173,-25,0,1
11174,10,150,0
11175,10,150,0
11176,10,150,0
11177,0,0,1
11178,0,0,1
11179,0,0,1
11180,0,0,1
11181,0,0,1
11182,0,0,1
11183,30,0,1
11184,0,220,1
11185,0,0,1
11186,0,0,1
11187,0,0,1
11188,0,0,1
11189,0,0,1
11190,0,0,1
11191,0,0,1
11192,10,0,1
11193,0,0,1
11194,0,0,1
11195,8,25,1
11205,35,175,0
11206,35,175,0
11209,20,75,0
11225,0,0,1
11226,0,0,1
11228,0,0,1
11229,0,0,1
11230,0,0,1
11231,0,0,1
11234,0,0,1
11235,0,0,1
11236,0,0,1
11237,20,100,0
11240,-25,-75,0
11246,40,200,0
11247,10,0,0
11248,10,0,0
11249,15,0,1
11250,15,0,1
11251,15,0,0
11252,15,0,0
11254,15,0,0
11255,15,0,0
11256,20,0,0
11257,20,0,0
11258,20,0,0
11259,15,0,1
11261,0,0,1
11262,0,0,1
11263,0,0,1
11265,0,0,1
11266,0,0,1
11267,15,0,1
11268,0,0,1
11269,0,0,1
11270,0,0,1
11271,0,0,1
11272,0,0,1
11273,0,0,1
11274,0,0,1
11275,0,0,1
11278,0,0,1
11279,0,0,1
11280,0,0,1
11281,0,0,1
11282,0,0,1
11283,0,0,1
11284,0,0,1
11285,0,0,1
11286,0,0,1
11287,0,0,1
11288,0,0,1
11289,0,0,1
11295,0,0,1
11296,0,0,1
11297,20,0,0
11298,0,0,1
11299,0,0,1
11300,0,0,1
11301,25,0,0
11302,15,0,1
11303,15,0,1
11304,15,0,1
11305,15,0,1
11306,15,0,1
11307,15,0,1
11308,15,0,1
11309,15,0,1
11310,15,0,1
11311,15,0,1
11312,15,0,1
11313,15,0,1
11314,15,0,0
11315,15,0,0
11316,15,0,0
11317,15,0,0
11318,15,0,0
11319,15,0,0
11320,15,0,0
11321,15,0,0
11322,15,0,0
11323,15,0,0
11324,15,0,0
11325,15,0,0
11326,15,0,0
11327,15,0,0
11328,15,0,0
11329,15,0,0
11330,15,0,0
11331,15,0,0
11332,15,0,0
11333,15,0,0
11334,15,0,0
11335,15,0,0
11336,15,0,0
11337,15,0,0
11338,15,0,0
11339,15,0,0
11340,15,0,0
11341,15,0,0
11342,15,0,0
11343,15,0,0
11344,15,0,0
11345,15,0,0
11346,15,0,0
11347,15,0,0
11348,15,0,0
11349,15,0,0
11350,15,0,0
11351,15,0,0
11352,15,0,0
11353,15,0,0
11354,15,0,0
11355,15,0,0
11356,15,0,0
11357,15,0,0
11358,15,0,0
11359,15,0,0
11360,15,0,0
11361,15,0,0
11362,15,0,0
11363,15,0,0
11364,15,0,0
11365,15,0,0
11366,15,0,0
11367,15,0,0
11368,15,0,0
11369,15,0,0
11370,15,0,0
11371,15,0,0
11372,15,0,0
11373,15,0,0
11374,15,0,0
11375,15,0,0
11376,15,0,0
11377,15,0,0
11378,15,0,0
11379,15,0,0
11380,15,0,0
11381,15,0,0
11382,15,0,1
11383,15,0,0
11388,0,0,1
11389,0,0,1
11390,0,0,1
11392,0,0,1
11393,0,0,1
11394,0,0,1
11395,0,0,1
11396,0,0,1
11397,0,0,1
11401,20,100,0
11403,20,100,0
11404,0,0,1
11408,20,100,0
11411,20,100,0
11412,20,100,0
11413,20,100,0
11414,20,100,0
11415,20,100,0
11416,20,100,0
11417,20,100,0
11427,0,0,1
11428,20,100,0
11430,0,0,1
11431,0,0,1
11434,0,0,1
11435,0,0,1
11436,0,0,1
11437,0,0,1
11438,0,0,1
11439,0,0,1
11441,0,0,1
11442,0,0,1
11444,0,0,1
11445,0,0,1
11447,0,0,1
11448,0,0,1
11449,0,0,1
11450,0,0,1
11451,0,0,1
11452,0,0,1
11453,0,0,1
11454,0,0,1
11455,20,100,1
11456,20,100,1
11457,0,0,1
11458,0,0,1
11467,0,0,1
11468,0,0,1
11469,0,0,1
11472,0,0,1
11473,0,0,1
11475,0,0,1
11476,0,0,1
11480,0,0,1
11482,0,0,1
11483,0,0,1
11485,40,100,0
11487,0,0,1
11488,0,0,1
11490,0,0,1
11491,0,0,1
11492,0,0,1
11493,0,0,1
11495,0,0,1
11496,0,0,1
11497,0,0,1
11498,0,0,1
11502,0,0,1
11503,0,0,1
11508,0,0,1
11510,0,0,1
11511,0,0,1
11512,0,0,1
11513,0,0,1
11514,0,0,1
11523,0,0,1
11524,0,0,1
11528,0,0,1
11530,0,0,1
11531,0,0,1
11532,0,0,1
11559,0,0,1
11560,0,0,1
11562,0,0,1
11563,0,0,1
11564,0,0,1
11565,0,0,1
11566,0,0,1
11567,0,0,1
11568,0,0,1
11569,0,0,1
11570,0,0,1
11571,0,0,1
11572,0,0,1
11573,0,0,1
11574,0,0,1
11575,0,0,1
11590,0,0,1
11591,0,0,1
11592,0,0,1
11593,0,0,1
11594,0,0,1
11595,0,0,1
11596,0,0,1
11597,0,0,1
11598,0,0,1
11599,0,0,1
11600,0,0,1
11601,0,0,1
11602,0,0,1
11603,0,0,1
11604,0,0,1
11605,0,0,1
11606,0,0,1
11607,0,0,1
11608,0,0,1
11609,0,0,1
11610,0,0,1
11639,0,0,1
11640,0,0,1
11641,0,0,1
11649,0,0,1
11651,10,75,0
11654,0,0,1
11655,0,0,1
11656,0,0,1
11657,20,100,1
11658,0,0,1
11659,20,100,1
11660,20,100,1
11661,0,0,1
11662,0,0,1
11663,0,0,1
11672,0,0,1
11673,0,0,1
11686,0,0,1
11687,0,0,1
11688,0,0,1
11689,0,0,1
11690,0,0,1
11691,0,0,1
11692,0,0,1
11693,0,0,1
11694,20,0,1
11695,20,100,0
11699,100,250,0
11700,10,100,0
11701,10,100,0
11702,10,100,0
11703,10,100,0
11704,10,100,0
11706,30,100,0
11707,30,100,0
11708,5,50,1
11715,0,0,1
11716,0,0,1
11717,0,0,1
11723,20,0,1
11726,0,0,1
11728,0,0,1
11729,0,0,1
11730,30,0,0
11731,30,0,0
11732,30,0,0
11733,30,0,0
11734,30,0,0
11735,15,175,1
11736,15,175,1
11738,0,0,1
11739,0,0,1
11742,10,220,0
11743,10,220,0
11745,0,0,1
11746,0,0,1
11747,0,0,1
11748,0,0,1
11749,0,0,1
11750,20,300,1
11751,40,300,1
11752,40,300,1
11753,0,0,1
11754,0,0,1
11755,0,0,1
11756,0,0,1
11757,0,0,1
11758,0,0,1
11759,0,0,1
11760,0,0,1
11761,0,0,1
11762,0,0,1
11763,0,0,1
11764,0,0,1
11765,0,0,1
11766,0,0,1
11767,0,0,1
11768,0,0,1
11769,0,200,0
11770,0,0,1
11771,0,0,1
11772,0,0,1
11773,-20,0,1
11774,100,450,0
11775,100,450,0
11776,100,450,0
11777,100,450,1
11782,20,350,0
11783,20,350,0
11784,10,100,0
11785,10,100,0
11786,10,100,0
11787,10,100,0
11789,0,0,1
11790,0,0,1
11791,0,0,1
11792,0,0,1
11793,0,0,1
11794,0,0,1
11795,0,0,1
11796,0,0,1
11800,50,250,1
11801,50,250,1
11802,50,250,1
11803,50,250,1
11804,50,250,1
11808,0,0,1
11809,0,0,1
11810,20,100,1
11811,0,0,1
11814,0,0,1
11815,0,0,1
11816,0,0,1
11817,0,0,1
11818,0,0,1
11819,0,0,1
11820,0,0,1
11821,0,0,1
11822,0,0,1
11823,0,0,1
11824,0,0,1
11825,0,0,1
11826,0,0,1
11827,0,0,1
11828,0,0,1
11829,0,0,1
11830,0,0,1
11831,0,0,1
11832,0,0,1
11833,0,0,1
11834,0,0,1
11835,0,0,1
11836,0,0,1
11837,0,0,1
11838,0,0,1
11839,0,0,1
11842,0,200,0
11848,0,200,0
11852,0,0,1
11853,0,0,1
11854,0,0,1
11855,0,0,1
11856,0,0,1
11857,0,0,1
11859,0,0,1
11860,20,100,0
11861,0,0,1
11862,20,100,0
11863,0,0,1
11864,0,0,1
11865,0,0,1
11866,0,0,1
11867,20,0,0
11868,0,0,1
11869,0,0,1
11871,0,0,1
11873,0,0,1
11875,0,0,1
11877,0,0,1
11880,0,0,1
11882,0,0,1
11888,0,0,1
11890,0,0,1
11891,0,0,1
11892,0,0,1
11893,0,0,1
11894,0,0,1
11895,20,75,1
11896,20,75,1
11897,20,75,1
11898,0,0,1
11899,0,0,1
11900,0,0,1
11906,20,75,0
11907,20,75,0
11908,20,75,0
11909,20,75,0
11910,20,75,0
11958,30,0,0
11960,15,75,0
11962,30,220,0
11963,0,0,1
11964,0,0,1
11969,0,0,1
11970,0,0,1
11971,0,0,1
11981,30,150,0
11982,30,150,0
11983,30,150,0
11984,30,150,0
11985,30,150,0
11986,30,150,0
11987,30,150,0
11988,30,150,0
11991,0,0,1
11992,25,0,0
11998,0,0,1
12000,20,100,0
12001,20,100,0
12003,30,150,0
12004,30,150,0
12017,0,0,1
12018,0,0,1
12022,0,0,1
12023,0,0,1
12027,0,0,1
12032,0,0,1
12035,0,0,1
12038,0,0,1
12041,0,0,1
12044,0,0,1
12045,0,0,1
12047,0,0,1
12051,0,0,1
12052,0,0,1
12053,0,0,1
12055,0,0,1
12056,0,0,1
12057,0,0,1
12058,0,0,1
12059,0,0,1
12060,0,0,1
12061,0,0,1
12062,0,0,1
12063,0,0,1
12064,0,0,1
12065,0,0,1
12073,0,0,1
12074,0,0,1
12075,0,0,1
12076,0,0,1
12077,0,0,1
12078,0,0,1
12079,0,0,1
12080,0,0,1
12081,0,0,1
12082,0,0,1
12083,50,250,1
12084,0,0,1
12086,0,0,1
12088,0,0,1
12091,0,0,1
12094,0,0,1
12097,0,0,1
12098,0,0,1
12102,0,0,1
12103,0,0,1
12104,0,0,1
12105,0,0,1
12109,0,0,1
12112,25,0,0
12113,0,0,1
12116,0,50,1
12117,0,50,1
12119,0,0,1
12120,10,50,1
12123,30,0,1
12124,30,220,0
12128,30,0,0
12129,30,0,0
12131,0,0,1
12132,20,300,1
12133,10,50,1
12134,10,50,1
12135,10,50,1
12136,0,0,1
12137,0,0,1
12138,0,0,1
12139,0,0,1
12140,40,0,0
12141,10,50,1
12142,10,50,1
12143,10,50,1
12144,10,50,1
12145,10,50,1
12146,10,50,1
12147,10,50,1
12148,10,50,1
12149,10,50,1
12150,10,50,1
12151,10,50,1
12152,10,50,1
12153,0,380,0
12156,20,150,0
12157,0,380,0
12160,20,150,0
12161,0,0,1
12163,0,0,1
12164,0,0,1
12165,0,0,1
12166,0,175,1
12167,0,175,1
12168,10,50,0
12170,0,50,0
12171,0,50,0
12172,0,50,0
12173,0,50,0
12174,0,50,0
12175,0,50,0
12176,0,50,0
12177,0,50,0
12178,0,50,0
12182,0,50,0
12183,0,50,0
12184,0,50,0
12185,0,50,0
12186,0,50,0
12187,0,50,0
12188,0,50,0
12189,0,50,0
12190,0,50,0
12191,0,175,1
12192,0,175,1
12193,0,175,1
12194,0,175,1
12195,0,175,1
12196,0,175,1
12198,0,0,1
12199,0,0,1
12200,0,0,1
12201,0,0,1
12202,0,0,1
12203,0,380,0
12204,0,380,1
12205,0,380,1
12206,0,380,1
12207,0,380,1
12208,30,380,0
12211,20,100,0
12213,0,380,0
12214,15,100,1
12215,15,100,1
12216,15,100,0
12217,15,100,0
12218,15,100,0
12219,15,100,1
12220,15,100,0
12221,15,100,1
12222,50,250,1
12223,0,0,1
12224,0,0,1
12225,0,0,1
12226,0,0,1
12227,0,0,1
12228,0,0,1
12229,0,0,1
12233,0,0,1
12234,20,100,0
12235,0,0,1
12236,0,0,1
12237,0,0,1
12238,0,0,1
12239,0,0,1
12240,0,0,1
12241,0,0,1
12242,0,0,1
12243,0,0,1
12244,0,0,1
12245,0,0,1
12246,0,0,1
12247,0,0,1
12249,20,150,0
12257,0,0,1
12258,0,0,1
12259,0,0,1
12260,0,0,1
