# This file is generated; do not edit manually.
# cache: d11b59a Cache version 2026-08-26-rev240
# wiki items fetched: 2026-08-26T16:05:25Z
id,release_date,removal_date,quest,category,male_model0,male_model1,male_model2,female_model0,female_model1,female_model2
13453,1452124800,2147483647,false,892,-1,-1,-1,-1,-1,-1
13454,1452124800,2147483647,false,892,-1,-1,-1,-1,-1,-1
13456,1452124800,2147483647,false,892,-1,-1,-1,-1,-1,-1
13457,1452124800,2147483647,false,892,-1,-1,-1,-1,-1,-1
13459,1452124800,2147483647,false,892,-1,-1,-1,-1,-1,-1
13460,1452124800,2147483647,false,892,-1,-1,-1,-1,-1,-1
13462,1452124800,2147483647,false,892,-1,-1,-1,-1,-1,-1
13463,1452124800,2147483647,false,892,-1,-1,-1,-1,-1,-1
13465,1452124800,2147483647,false,892,-1,-1,-1,-1,-1,-1
13466,1452124800,2147483647,false,892,-1,-1,-1,-1,-1,-1
13468,1452124800,2147483647,false,892,-1,-1,-1,-1,-1,-1
13469,1452124800,2147483647,false,892,-1,-1,-1,-1,-1,-1
13471,1452124800,2147483647,false,892,-1,-1,-1,-1,-1,-1
13472,1452124800,2147483647,false,892,-1,-1,-1,-1,-1,-1
13474,1452124800,2147483647,false,892,-1,-1,-1,-1,-1,-1
13475,1452124800,2147483647,false,892,-1,-1,-1,-1,-1,-1
13477,1452124800,2147483647,false,892,-1,-1,-1,-1,-1,-1
13478,1452124800,2147483647,false,892,-1,-1,-1,-1,-1,-1
13480,1452124800,2147483647,false,892,-1,-1,-1,-1,-1,-1
13481,1452124800,2147483647,false,892,-1,-1,-1,-1,-1,-1
13483,1452124800,2147483647,false,892,-1,-1,-1,-1,-1,-1
13484,1452124800,2147483647,false,892,-1,-1,-1,-1,-1,-1
13486,1452124800,2147483647,false,892,-1,-1,-1,-1,-1,-1
13487,1452124800,2147483647,false,892,-1,-1,-1,-1,-1,-1
13489,1452124800,2147483647,false,892,-1,-1,-1,-1,-1,-1
13490,1452124800,2147483647,false,892,-1,-1,-1,-1,-1,-1
13492,1452124800,2147483647,false,892,-1,-1,-1,-1,-1,-1
13493,1452124800,2147483647,false,892,-1,-1,-1,-1,-1,-1
13495,1452124800,2147483647,false,892,-1,-1,-1,-1,-1,-1
13496,1452124800,2147483647,false,892,-1,-1,-1,-1,-1,-1
13498,1452124800,2147483647,false,892,-1,-1,-1,-1,-1,-1
13499,1452124800,2147483647,false,892,-1,-1,-1,-1,-1,-1
13501,1452124800,2147483647,false,892,-1,-1,-1,-1,-1,-1
13502,1452124800,2147483647,false,892,-1,-1,-1,-1,-1,-1
13504,1452124800,2147483647,false,892,-1,-1,-1,-1,-1,-1
13505,1452124800,2147483647,false,892,-1,-1,-1,-1,-1,-1
13507,1452124800,2147483647,false,892,-1,-1,-1,-1,-1,-1
13508,1452124800,2147483647,false,892,-1,-1,-1,-1,-1,-1
13510,1452124800,2147483647,false,892,-1,-1,-1,-1,-1,-1
13511,1452124800,2147483647,false,892,-1,-1,-1,-1,-1,-1
13513,1452124800,2147483647,false,0,-1,-1,-1,-1,-1,-1
13514,1452124800,1704844800,false,893,-1,-1,-1,-1,-1,-1
13515,1452124800,1704844800,false,893,-1,-1,-1,-1,-1,-1
13516,1452124800,1704844800,false,893,-1,-1,-1,-1,-1,-1
13517,1452124800,1704844800,false,893,-1,-1,-1,-1,-1,-1
13518,1452124800,1704844800,false,893,-1,-1,-1,-1,-1,-1
13519,1452124800,1704844800,false,893,-1,-1,-1,-1,-1,-1
13520,1452124800,1704844800,false,893,-1,-1,-1,-1,-1,-1
13521,1452124800,1704844800,false,893,-1,-1,-1,-1,-1,-1
13522,1452124800,1704844800,false,893,-1,-1,-1,-1,-1,-1
13523,1452124800,1704844800,false,893,-1,-1,-1,-1,-1,-1
13524,1452124800,2147483647,false,894,-1,-1,-1,-1,-1,-1
13525,1452124800,2147483647,false,894,-1,-1,-1,-1,-1,-1
13526,1452124800,2147483647,false,894,-1,-1,-1,-1,-1,-1
13527,1452124800,2147483647,false,894,-1,-1,-1,-1,-1,-1
13528,1452124800,2147483647,false,894,-1,-1,-1,-1,-1,-1
13529,1452124800,2147483647,false,894,-1,-1,-1,-1,-1,-1
13530,1452124800,2147483647,false,894,-1,-1,-1,-1,-1,-1
13531,1452124800,2147483647,false,894,-1,-1,-1,-1,-1,-1
13532,1452124800,2147483647,false,894,-1,-1,-1,-1,-1,-1
13533,1452124800,2147483647,false,894,-1,-1,-1,-1,-1,-1
13534,1452124800,2147483647,false,894,-1,-1,-1,-1,-1,-1
13535,1452124800,2147483647,false,894,-1,-1,-1,-1,-1,-1
13536,1452124800,2147483647,false,894,-1,-1,-1,-1,-1,-1
13537,1452124800,2147483647,false,894,-1,-1,-1,-1,-1,-1
13538,1452124800,1704844800,false,15,-1,-1,-1,-1,-1,-1
13539,1452124800,1704844800,false,15,-1,-1,-1,-1,-1,-1
13540,1452124800,1704844800,false,15,-1,-1,-1,-1,-1,-1
13541,1452124800,1704844800,false,15,-1,-1,-1,-1,-1,-1
13542,1452124800,1704844800,false,15,-1,-1,-1,-1,-1,-1
13543,1452124800,1704844800,false,15,-1,-1,-1,-1,-1,-1
13544,1452124800,1704844800,false,15,-1,-1,-1,-1,-1,-1
13545,1452124800,1704844800,false,15,-1,-1,-1,-1,-1,-1
13546,1452124800,1704844800,false,15,-1,-1,-1,-1,-1,-1
13547,1452124800,1704844800,false,15,-1,-1,-1,-1,-1,-1
13548,1452124800,1704844800,false,15,-1,-1,-1,-1,-1,-1
13549,1452124800,1704844800,false,15,-1,-1,-1,-1,-1,-1
13550,1452124800,1704844800,false,15,-1,-1,-1,-1,-1,-1
13551,1452124800,1704844800,false,15,-1,-1,-1,-1,-1,-1
13552,1452124800,1704844800,false,15,-1,-1,-1,-1,-1,-1
13553,1452124800,1704844800,false,15,-1,-1,-1,-1,-1,-1
13554,1452124800,1704844800,false,15,-1,-1,-1,-1,-1,-1
13555,1452124800,1704844800,false,15,-1,-1,-1,-1,-1,-1
13556,1452124800,1704844800,false,15,-1,-1,-1,-1,-1,-1
13557,1452124800,1704844800,false,15,-1,-1,-1,-1,-1,-1
13558,1452124800,1704844800,false,15,-1,-1,-1,-1,-1,-1
13559,1452124800,1704844800,false,15,-1,-1,-1,-1,-1,-1
13560,1452124800,1704844800,false,15,-1,-1,-1,-1,-1,-1
13561,1452124800,1704844800,false,15,-1,-1,-1,-1,-1,-1
13562,1452124800,1704844800,false,15,-1,-1,-1,-1,-1,-1
13563,1452124800,1704844800,false,15,-1,-1,-1,-1,-1,-1
13564,0,2147483647,false,15,-1,-1,-1,-1,-1,-1
13565,1452124800,1704844800,false,15,-1,-1,-1,-1,-1,-1
13566,1452124800,1704844800,false,15,-1,-1,-1,-1,-1,-1
13567,1452124800,1704844800,false,15,-1,-1,-1,-1,-1,-1
13568,1452124800,1704844800,false,15,-1,-1,-1,-1,-1,-1
13569,1452124800,1704844800,false,15,-1,-1,-1,-1,-1,-1
13570,1452124800,2147483647,false,0,494,-1,-1,-1,-1,-1
13571,1452124800,2147483647,false,0,-1,-1,-1,-1,-1,-1
13572,1452124800,2147483647,false,0,-1,-1,-1,-1,-1,-1
13573,1452124800,2147483647,false,0,-1,-1,-1,-1,-1,-1
13575,1452124800,2147483647,false,91,-1,-1,-1,-1,-1,-1
13576,1453334400,2147483647,false,26,-1,-1,-1,-1,-1,-1
13579,1454544000,2147483647,false,1429,31004,-1,-1,-1,-1,-1
13580,1454544000,2147483647,false,1429,31004,-1,-1,-1,-1,-1
13581,1454544000,2147483647,false,1429,31005,-1,-1,-1,-1,-1
13582,1454544000,2147483647,false,1429,31005,-1,-1,-1,-1,-1
13583,1454544000,2147483647,false,1429,31009,-1,-1,-1,-1,-1
13584,1454544000,2147483647,false,1429,31009,-1,-1,-1,-1,-1
13585,1454544000,2147483647,false,1429,31007,-1,-1,-1,-1,-1
13586,1454544000,2147483647,false,1429,31007,-1,-1,-1,-1,-1
13587,1454544000,2147483647,false,1429,31006,-1,-1,-1,-1,-1
13588,1454544000,2147483647,false,1429,31006,-1,-1,-1,-1,-1
13589,1454544000,2147483647,false,1429,31010,-1,-1,-1,-1,-1
13590,1454544000,2147483647,false,1429,31010,-1,-1,-1,-1,-1
13591,1454544000,2147483647,false,1429,31004,-1,-1,-1,-1,-1
13592,1454544000,2147483647,false,1429,31004,-1,-1,-1,-1,-1
13593,1454544000,2147483647,false,1429,31005,-1,-1,-1,-1,-1
13594,1454544000,2147483647,false,1429,31005,-1,-1,-1,-1,-1
13595,1454544000,2147483647,false,1429,31009,-1,-1,-1,-1,-1
13596,1454544000,2147483647,false,1429,31009,-1,-1,-1,-1,-1
13597,1454544000,2147483647,false,1429,31007,-1,-1,-1,-1,-1
13598,1454544000,2147483647,false,1429,31007,-1,-1,-1,-1,-1
13599,1454544000,2147483647,false,1429,31006,-1,-1,-1,-1,-1
13600,1454544000,2147483647,false,1429,31006,-1,-1,-1,-1,-1
13601,1454544000,2147483647,false,1429,31010,-1,-1,-1,-1,-1
13602,1454544000,2147483647,false,1429,31010,-1,-1,-1,-1,-1
13603,1454544000,2147483647,false,1429,31004,-1,-1,-1,-1,-1
13604,1454544000,2147483647,false,1429,31004,-1,-1,-1,-1,-1
13605,1454544000,2147483647,false,1429,31005,-1,-1,-1,-1,-1
13606,1454544000,2147483647,false,1429,31005,-1,-1,-1,-1,-1
13607,1454544000,2147483647,false,1429,31009,-1,-1,-1,-1,-1
13608,1454544000,2147483647,false,1429,31009,-1,-1,-1,-1,-1
13609,1454544000,2147483647,false,1429,31007,-1,-1,-1,-1,-1
13610,1454544000,2147483647,false,1429,31007,-1,-1,-1,-1,-1
13611,1454544000,2147483647,false,1429,31006,-1,-1,-1,-1,-1
13612,1454544000,2147483647,false,1429,31006,-1,-1,-1,-1,-1
13613,1454544000,2147483647,false,1429,31010,-1,-1,-1,-1,-1
13614,1454544000,2147483647,false,1429,31010,-1,-1,-1,-1,-1
13615,1454544000,2147483647,false,1429,31004,-1,-1,-1,-1,-1
13616,1454544000,2147483647,false,1429,31004,-1,-1,-1,-1,-1
13617,1454544000,2147483647,false,1429,31005,-1,-1,-1,-1,-1
13618,1454544000,2147483647,false,1429,31005,-1,-1,-1,-1,-1
13619,1454544000,2147483647,false,1429,31009,-1,-1,-1,-1,-1
13620,1454544000,2147483647,false,1429,31009,-1,-1,-1,-1,-1
13621,1454544000,2147483647,false,1429,31007,-1,-1,-1,-1,-1
13622,1454544000,2147483647,false,1429,31007,-1,-1,-1,-1,-1
13623,1454544000,2147483647,false,1429,31006,-1,-1,-1,-1,-1
13624,1454544000,2147483647,false,1429,31006,-1,-1,-1,-1,-1
13625,1454544000,2147483647,false,1429,31010,-1,-1,-1,-1,-1
13626,1454544000,2147483647,false,1429,31010,-1,-1,-1,-1,-1
13627,1454544000,2147483647,false,1429,31004,-1,-1,-1,-1,-1
13628,1454544000,2147483647,false,1429,31004,-1,-1,-1,-1,-1
13629,1454544000,2147483647,false,1429,31005,-1,-1,-1,-1,-1
13630,1454544000,2147483647,false,1429,31005,-1,-1,-1,-1,-1
13631,1454544000,2147483647,false,1429,31009,-1,-1,-1,-1,-1
13632,1454544000,2147483647,false,1429,31009,-1,-1,-1,-1,-1
13633,1454544000,2147483647,false,1429,31007,-1,-1,-1,-1,-1
13634,1454544000,2147483647,false,1429,31007,-1,-1,-1,-1,-1
13635,1454544000,2147483647,false,1429,31006,-1,-1,-1,-1,-1
13636,1454544000,2147483647,false,1429,31006,-1,-1,-1,-1,-1
13637,1454544000,2147483647,false,1429,31010,-1,-1,-1,-1,-1
13638,1454544000,2147483647,false,1429,31010,-1,-1,-1,-1,-1
13639,1454544000,2147483647,false,1411,-1,-1,-1,-1,-1,-1
13640,1454544000,2147483647,false,0,-1,-1,-1,31031,-1,-1
13641,1454544000,2147483647,false,0,31026,-1,-1,31031,-1,-1
13642,1454544000,2147483647,false,0,-1,-1,-1,31034,31033,-1
13643,1454544000,2147483647,false,0,31029,31028,-1,-1,-1,-1
13644,1454544000,2147483647,false,0,-1,-1,-1,31035,-1,-1
13645,1454544000,2147483647,false,0,31030,-1,-1,-1,-1,-1
13646,1454544000,2147483647,false,0,-1,-1,-1,31032,-1,-1
13647,1454544000,2147483647,false,0,31027,-1,-1,31032,-1,-1
13648,1454544000,2147483647,false,0,-1,-1,-1,-1,-1,-1
13649,1454544000,2147483647,false,0,-1,-1,-1,-1,-1,-1
13650,1454544000,2147483647,false,0,-1,-1,-1,-1,-1,-1
13651,1454544000,2147483647,false,0,-1,-1,-1,-1,-1,-1
13652,1483574400,2147483647,false,65,-1,-1,-1,-1,-1,-1
13653,1455753600,2147483647,false,2165,-1,-1,-1,-1,-1,-1
13654,1455753600,2147483647,false,174,-1,-1,-1,-1,-1,-1
13655,1455753600,2147483647,false,0,-1,-1,-1,-1,-1,-1
13656,1455753600,1456963200,false,15,-1,-1,-1,-1,-1,-1
13657,1456358400,2147483647,false,0,-1,-1,-1,-1,-1,-1
13658,1458172800,2147483647,false,0,-1,-1,-1,-1,-1,-1
13660,1458172800,2147483647,false,0,-1,-1,-1,-1,-1,-1
13663,1458172800,2147483647,false,7,-1,-1,-1,-1,-1,-1
13664,1458172800,2147483647,false,8,-1,-1,-1,-1,-1,-1
13665,1458172800,2147483647,false,0,-1,-1,-1,-1,-1,-1
13666,1458777600,2147483647,false,0,-1,-1,-1,-1,-1,-1
13667,1458777600,2147483647,false,1429,31004,-1,-1,-1,-1,-1
13668,1458777600,2147483647,false,1429,31004,-1,-1,-1,-1,-1
13669,1458777600,2147483647,false,1429,31005,-1,-1,-1,-1,-1
13670,1458777600,2147483647,false,1429,31005,-1,-1,-1,-1,-1
13671,1458777600,2147483647,false,1429,31009,-1,-1,-1,-1,-1
13672,1458777600,2147483647,false,1429,31009,-1,-1,-1,-1,-1
13673,1458777600,2147483647,false,1429,31007,-1,-1,-1,-1,-1
13674,1458777600,2147483647,false,1429,31007,-1,-1,-1,-1,-1
13675,1458777600,2147483647,false,1429,31006,-1,-1,-1,-1,-1
13676,1458777600,2147483647,false,1429,31006,-1,-1,-1,-1,-1
13677,1458777600,2147483647,false,1429,31010,-1,-1,-1,-1,-1
13678,1458777600,2147483647,false,1429,31010,-1,-1,-1,-1,-1
13679,1459468800,2147483647,false,27,31198,-1,-1,-1,-1,-1
13680,1459468800,1459987200,false,15,-1,-1,-1,-1,-1,-1
13681,1459468800,2147483647,false,0,-1,-1,-1,-1,-1,-1
16176,0,2147483647,false,15,-1,-1,-1,-1,-1,-1
16492,0,2147483647,false,15,-1,-1,-1,-1,-1,-1
16494,0,2147483647,false,15,-1,-1,-1,-1,-1,-1
16495,0,2147483647,false,15,-1,-1,-1,-1,-1,-1
16684,1527120000,1560384000,false,0,-1,-1,-1,-1,-1,-1
16888,0,2147483647,false,15,-1,-1,-1,-1,-1,-1
16889,0,2147483647,false,15,-1,-1,-1,-1,-1,-1
16890,0,2147483647,false,15,-1,-1,-1,-1,-1,-1
16891,0,2147483647,false,15,-1,-1,-1,-1,-1,-1
16892,0,2147483647,false,15,-1,-1,-1,-1,-1,-1
16893,0,2147483647,false,15,-1,-1,-1,-1,-1,-1
17152,0,2147483647,false,15,-1,-1,-1,-1,-1,-1
18459,0,2147483647,false,15,-1,-1,-1,-1,-1,-1
18467,0,2147483647,false,15,-1,-1,-1,-1,-1,-1
18555,0,2147483647,false,15,-1,-1,-1,-1,-1,-1
18556,0,2147483647,false,15,-1,-1,-1,-1,-1,-1
18557,0,2147483647,false,15,-1,-1,-1,-1,-1,-1
18558,0,2147483647,false,15,-1,-1,-1,-1,-1,-1
18559,0,2147483647,false,15,-1,-1,-1,-1,-1,-1
18560,0,2147483647,false,15,-1,-1,-1,-1,-1,-1
18561,0,2147483647,false,15,-1,-1,-1,-1,-1,-1
18562,0,2147483647,false,15,-1,-1,-1,-1,-1,-1
18563,0,2147483647,false,15,-1,-1,-1,-1,-1,-1
18564,0,2147483647,false,15,-1,-1,-1,-1,-1,-1
18565,0,2147483647,false,15,-1,-1,-1,-1,-1,-1
18566,0,2147483647,false,15,-1,-1,-1,-1,-1,-1
18567,0,2147483647,false,15,-1,-1,-1,-1,-1,-1
18568,0,2147483647,false,15,-1,-1,-1,-1,-1,-1
18569,0,2147483647,false,15,-1,-1,-1,-1,-1,-1
18570,0,2147483647,false,15,-1,-1,-1,-1,-1,-1
18571,0,2147483647,false,15,-1,-1,-1,-1,-1,-1
18572,0,2147483647,false,15,-1,-1,-1,-1,-1,-1
18573,0,2147483647,false,15,-1,-1,-1,-1,-1,-1
18574,0,2147483647,false,15,-1,-1,-1,-1,-1,-1
18575,0,2147483647,false,15,-1,-1,-1,-1,-1,-1
18576,0,2147483647,false,15,-1,-1,-1,-1,-1,-1
18577,0,2147483647,false,15,-1,-1,-1,-1,-1,-1
18578,0,2147483647,false,15,-1,-1,-1,-1,-1,-1
18579,0,2147483647,false,15,-1,-1,-1,-1,-1,-1
18580,0,2147483647,false,15,-1,-1,-1,-1,-1,-1
18581,0,2147483647,false,15,-1,-1,-1,-1,-1,-1
18582,0,2147483647,false,15,-1,-1,-1,-1,-1,-1
18583,0,2147483647,false,15,-1,-1,-1,-1,-1,-1
18584,0,2147483647,false,15,-1,-1,-1,-1,-1,-1
18585,0,2147483647,false,15,-1,-1,-1,-1,-1,-1
19473,1461196800,2147483647,false,0,-1,-1,-1,-1,-1,-1
19476,1462492800,2147483647,false,27,28203,-1,-1,-1,-1,-1
19478,1462492800,2147483647,false,567,-1,-1,-1,-1,-1,-1
19481,1462492800,2147483647,false,567,-1,-1,-1,-1,-1,-1
19484,1462492800,2147483647,false,601,-1,-1,-1,-1,-1,-1
19486,1462492800,2147483647,false,601,-1,-1,-1,-1,-1,-1
19488,1462492800,2147483647,false,601,-1,-1,-1,-1,-1,-1
19490,1462492800,2147483647,false,601,-1,-1,-1,-1,-1,-1
19492,0,2147483647,false,0,24558,-1,-1,-1,-1,-1
19493,1462492800,2147483647,false,0,516,-1,-1,-1,-1,-1
19496,1462492800,2147483647,false,0,-1,-1,-1,-1,-1,-1
19501,1462492800,2147483647,false,0,-1,-1,-1,-1,-1,-1
19505,1462492800,2147483647,true,738,-1,-1,-1,-1,-1,-1
19507,1462492800,2147483647,true,738,-1,-1,-1,-1,-1,-1
19509,1462492800,2147483647,true,738,-1,-1,-1,-1,-1,-1
19511,1462492800,2147483647,true,738,-1,-1,-1,-1,-1,-1
19513,1462492800,2147483647,true,0,-1,-1,-1,-1,-1,-1
19515,1462492800,2147483647,true,0,-1,-1,-1,-1,-1,-1
19517,1462492800,2147483647,true,0,-1,-1,-1,-1,-1,-1
19519,1462492800,2147483647,true,0,-1,-1,-1,-1,-1,-1
19521,1462492800,2147483647,true,0,-1,-1,-1,-1,-1,-1
19523,1462492800,2147483647,true,0,-1,-1,-1,-1,-1,-1
19525,1462492800,2147483647,true,95,-1,-1,-1,-1,-1,-1
19527,1462492800,2147483647,true,879,-1,-1,-1,-1,-1,-1
19528,1462492800,2147483647,true,879,-1,-1,-1,-1,-1,-1
19529,1462492800,2147483647,false,0,-1,-1,-1,-1,-1,-1
19532,1462492800,2147483647,false,0,31231,-1,-1,-1,-1,-1
19535,1462492800,2147483647,false,0,-1,-1,-1,-1,-1,-1
19538,1462492800,2147483647,false,0,-1,-1,-1,-1,-1,-1
19541,1462492800,2147483647,false,0,31227,-1,-1,-1,-1,-1
19544,1462492800,2147483647,false,0,31231,-1,-1,-1,-1,-1
19547,1462492800,2147483647,false,0,-1,-1,-1,-1,-1,-1
19550,1462492800,2147483647,false,0,-1,-1,-1,-1,-1,-1
19553,1462492800,2147483647,false,0,31227,-1,-1,-1,-1,-1
19556,1462492800,2147483647,true,0,-1,-1,-1,-1,-1,-1
19558,1462492800,2147483647,true,880,-1,-1,-1,-1,-1,-1
19559,1462492800,2147483647,true,0,-1,-1,-1,-1,-1,-1
19560,1462492800,2147483647,true,0,516,-1,-1,-1,-1,-1
19562,1462492800,2147483647,true,0,516,-1,-1,-1,-1,-1
19564,1462492800,2147483647,true,0,-1,-1,-1,-1,-1,-1
19566,1462492800,2147483647,true,0,-1,-1,-1,-1,-1,-1
19567,1462492800,2147483647,true,0,-1,-1,-1,-1,-1,-1
19568,1462492800,2147483647,true,0,-1,-1,-1,-1,-1,-1
19569,1462492800,2147483647,true,0,-1,-1,-1,-1,-1,-1
19570,1462492800,2147483647,false,0,-1,-1,-1,-1,-1,-1
19572,1462492800,2147483647,false,0,-1,-1,-1,-1,-1,-1
19574,1462492800,2147483647,false,0,-1,-1,-1,-1,-1,-1
19576,1462492800,2147483647,false,0,-1,-1,-1,-1,-1,-1
19578,1462492800,2147483647,false,0,-1,-1,-1,-1,-1,-1
19580,1462492800,2147483647,false,0,-1,-1,-1,-1,-1,-1
19582,1462492800,2147483647,false,0,-1,-1,-1,-1,-1,-1
19584,1462492800,2147483647,false,0,-1,-1,-1,-1,-1,-1
19586,1462492800,2147483647,false,0,-1,-1,-1,-1,-1,-1
19589,1462492800,2147483647,false,0,-1,-1,-1,-1,-1,-1
19592,1462492800,2147483647,false,0,-1,-1,-1,-1,-1,-1
19595,1462492800,2147483647,false,0,-1,-1,-1,-1,-1,-1
19598,1462492800,2147483647,false,0,-1,-1,-1,-1,-1,-1
19601,1462492800,2147483647,false,0,-1,-1,-1,-1,-1,-1
19604,1462492800,2147483647,false,0,-1,-1,-1,-1,-1,-1
19607,1462492800,2147483647,false,0,-1,-1,-1,-1,-1,-1
19610,1462492800,2147483647,false,0,-1,-1,-1,-1,-1,-1
19613,1619568000,2147483647,false,482,-1,-1,-1,-1,-1,-1
19615,1463011200,2147483647,false,482,-1,-1,-1,-1,-1,-1
19617,1463011200,2147483647,false,482,-1,-1,-1,-1,-1,-1
19619,1463011200,2147483647,false,482,-1,-1,-1,-1,-1,-1
19621,1463011200,2147483647,false,482,-1,-1,-1,-1,-1,-1
19623,1463011200,2147483647,false,482,-1,-1,-1,-1,-1,-1
19625,1463011200,2147483647,false,482,-1,-1,-1,-1,-1,-1
19627,1463011200,2147483647,false,482,-1,-1,-1,-1,-1,-1
19629,1463011200,2147483647,false,482,-1,-1,-1,-1,-1,-1
19631,1463011200,2147483647,false,482,-1,-1,-1,-1,-1,-1
19634,1463616000,2147483647,false,0,-1,-1,-1,-1,-1,-1
19636,1463616000,2147483647,false,0,-1,-1,-1,-1,-1,-1
19637,1463616000,2147483647,false,894,-1,-1,-1,-1,-1,-1
19639,1464220800,2147483647,false,2,42676,-1,-1,-1,-1,-1
19641,1464220800,2147483647,false,2,42676,-1,-1,-1,-1,-1
19643,1464220800,2147483647,false,2,42681,-1,-1,-1,-1,-1
19645,1464220800,2147483647,false,2,42681,-1,-1,-1,-1,-1
19647,1464220800,2147483647,false,2,42674,-1,-1,-1,-1,-1
19649,1464220800,2147483647,false,2,42674,-1,-1,-1,-1,-1
19651,1464220800,2147483647,false,726,-1,-1,-1,-1,-1,-1
19653,1464220800,2147483647,false,0,-1,-1,-1,-1,-1,-1
19656,1464220800,2147483647,false,0,-1,-1,-1,-1,-1,-1
19659,1464220800,2147483647,false,129,-1,-1,-1,-1,-1,-1
19662,1464220800,2147483647,false,129,-1,-1,-1,-1,-1,-1
19665,1464220800,2147483647,false,0,-1,-1,-1,-1,-1,-1
19668,1464825600,2147483647,false,0,-1,-1,-1,-1,-1,-1
19669,1464825600,2147483647,false,22,-1,-1,-1,-1,-1,-1
19672,1464825600,2147483647,false,2050,-1,-1,-1,-1,-1,-1
19675,1465430400,2147483647,false,21,-1,-1,-1,-1,-1,-1
19677,1465430400,2147483647,false,0,-1,-1,-1,-1,-1,-1
19679,1465430400,2147483647,false,954,-1,-1,-1,-1,-1,-1
19681,1465430400,2147483647,false,954,-1,-1,-1,-1,-1,-1
19683,1465430400,2147483647,false,954,-1,-1,-1,-1,-1,-1
19685,1465430400,2147483647,false,0,-1,-1,-1,-1,-1,-1
19687,1466035200,2147483647,false,2,31625,-1,-1,-1,-1,-1
19689,1466035200,2147483647,false,7,31630,-1,-1,-1,-1,-1
19691,1466035200,2147483647,false,0,-1,-1,-1,-1,-1,-1
19693,1466035200,2147483647,false,8,31628,-1,-1,-1,-1,-1
19695,1466035200,2147483647,false,17,-1,-1,-1,-1,-1,-1
19697,1466035200,2147483647,false,27,-1,-1,-1,-1,-1,-1
19699,1466035200,2147483647,false,0,31646,-1,-1,-1,-1,-1
19701,1466035200,2147483647,false,0,-1,-1,-1,-1,-1,-1
19704,1467244800,2147483647,false,720,-1,-1,-1,-1,-1,-1
19707,1467244800,2147483647,false,557,-1,-1,-1,-1,-1,-1
19710,1467244800,2147483647,false,0,-1,-1,-1,-1,-1,-1
19712,1467763200,2147483647,false,0,-1,-1,-1,-1,-1,-1
19714,1467763200,2147483647,false,0,-1,-1,-1,-1,-1,-1
19716,1467763200,2147483647,false,0,-1,-1,-1,-1,-1,-1
19718,1467763200,2147483647,false,0,-1,-1,-1,-1,-1,-1
19720,1467763200,2147483647,false,0,-1,-1,-1,-1,-1,-1
19722,1467763200,2147483647,false,494,-1,-1,-1,-1,-1,-1
19724,1467763200,2147483647,false,0,-1,-1,-1,-1,-1,-1
19727,1467763200,2147483647,false,0,-1,-1,-1,-1,-1,-1
19730,1467763200,2147483647,false,0,-1,-1,-1,-1,-1,-1
19732,1467763200,2147483647,false,702,-1,-1,-1,-1,-1,-1
19734,1467763200,2147483647,false,51,-1,-1,-1,-1,-1,-1
19735,1083715200,2147483647,false,52,-1,-1,-1,-1,-1,-1
19736,1467763200,2147483647,false,51,-1,-1,-1,-1,-1,-1
19737,1083715200,2147483647,false,52,-1,-1,-1,-1,-1,-1
19738,1467763200,2147483647,false,51,-1,-1,-1,-1,-1,-1
19739,1083715200,2147483647,false,52,-1,-1,-1,-1,-1,-1
19740,1467763200,2147483647,false,51,-1,-1,-1,-1,-1,-1
19741,1083715200,2147483647,false,52,-1,-1,-1,-1,-1,-1
19742,1467763200,2147483647,false,51,-1,-1,-1,-1,-1,-1
19743,1083715200,2147483647,false,52,-1,-1,-1,-1,-1,-1
19744,1467763200,2147483647,false,51,-1,-1,-1,-1,-1,-1
19745,1083715200,2147483647,false,52,-1,-1,-1,-1,-1,-1
19746,1467763200,2147483647,false,51,-1,-1,-1,-1,-1,-1
19747,1083715200,2147483647,false,52,-1,-1,-1,-1,-1,-1
19748,1467763200,2147483647,false,51,-1,-1,-1,-1,-1,-1
19749,1083715200,2147483647,false,52,-1,-1,-1,-1,-1,-1
19750,1467763200,2147483647,false,51,-1,-1,-1,-1,-1,-1
19751,1083715200,2147483647,false,52,-1,-1,-1,-1,-1,-1
19752,1467763200,2147483647,false,51,-1,-1,-1,-1,-1,-1
19753,1083715200,2147483647,false,52,-1,-1,-1,-1,-1,-1
19754,1467763200,2147483647,false,51,-1,-1,-1,-1,-1,-1
19755,1083715200,2147483647,false,52,-1,-1,-1,-1,-1,-1
19756,1467763200,2147483647,false,51,-1,-1,-1,-1,-1,-1
19757,1083715200,2147483647,false,52,-1,-1,-1,-1,-1,-1
19758,1467763200,2147483647,false,51,-1,-1,-1,-1,-1,-1
19759,1083715200,2147483647,false,52,-1,-1,-1,-1,-1,-1
19760,1467763200,2147483647,false,51,-1,-1,-1,-1,-1,-1
19761,1083715200,2147483647,false,180,-1,-1,-1,-1,-1,-1
19762,1467763200,2147483647,false,51,-1,-1,-1,-1,-1,-1
19763,1083715200,2147483647,false,52,-1,-1,-1,-1,-1,-1
19764,1467763200,2147483647,false,51,-1,-1,-1,-1,-1,-1
19765,1083715200,2147483647,false,52,-1,-1,-1,-1,-1,-1
19766,1467763200,2147483647,false,51,-1,-1,-1,-1,-1,-1
19767,1083715200,2147483647,false,52,-1,-1,-1,-1,-1,-1
