# This file is generated; do not edit manually.
# cache: 111ee1c Cache version 2026-09-23-c1-rev240
id,zoom2d,xOffset2d,yOffset2d,resizeX,resizeY,resizeZ,boughtTemplateId,boughtId,variants
20549,550,,-1,,,,,,
20550,550,,-1,,,,,,
20551,550,,-1,,,,,,
20552,1180,-7,-2,,,,,,
20553,680,4,1,,,,,,
20554,1320,-3,9,,,,,,
20555,1380,3,-9,,,,,,
20556,750,-3,5,,,,,,
20557,,-1,17,,,,,,
20558,1200,7,2,,,,,,
20559,2022,,3,,,,,,
20560,540,6,-7,,,,,,
20561,800,-1,6,,,,,,
20562,980,,-18,,,,,,
20563,800,-1,6,,,,,,
20564,1250,-1,,,,,,,
20565,1740,,-8,,,,,,
20566,1030,,-4,,,,,,
20567,1720,7,5,,,,,,
20568,1040,-2,-59,,,,,,
20569,1940,,1,,,,,,
20570,1940,,1,,,,,,
20571,1100,2,,,,,,,
20572,1010,-2,-4,,,,,,
20573,820,2,,,,,,,
20574,1380,-1,,,,,,,
20575,1760,,30,,,,,,
20576,2143,1,1,,,,,,
20577,2083,,-1,,,,,,
20578,770,1,-6,,,,,,
20579,770,,-4,,,,,,
20580,880,4,,,,,,,
20581,789,,-1,,,,,,
20582,789,,-1,,,,,,
20583,789,,-1,,,,,,
20584,620,1,16,,,,,,
20585,620,1,16,,,,,,
20586,620,1,16,,,,,,
20587,1240,-2,-30,,,,,,
20590,1474,4,-5,,,,,,
20593,1957,-1,-1,,,,,,
20594,2421,1,1,,,,,,
20595,789,-4,-7,,,,,,
20598,1250,,3,,,,,,
20599,1730,,-4,,,,,,
20600,1220,6,-29,,,,,,2:936|3:935|4:934|5:937
20601,2533,,,,,,,,
20602,3780,,-5,,,,,,
20603,1711,-16,-20,,,,,,
20604,1875,4,,,,,,,
20605,2467,,-7,,,,,,
20606,2500,,-7,,,,,,
20607,1411,-3,-3,,,,,,
20608,710,-1,,,,,,,
20609,842,4,4,,,,,,
20611,1100,,,,,,,,
20613,550,,-3,,,,,,
20615,842,,,,,,,,
20617,3900,,-9,,,,,,
20618,3900,,-9,,,,,,
20619,3900,,-3,,,,,,
20620,4500,1,-8,,,,,,
20621,4500,1,-8,,,,,,
20622,4500,1,-8,,,,,,
20623,3432,,,,,,,,
20624,3432,,,,,,,,
20625,3432,4,,,,,,,
20626,1450,4,46,,,,,,
20627,1460,10,45,,,,,,
20628,1650,12,45,,,,,,
20629,7726,5,,,,,,,
20630,3500,,,,,,,,
20631,3000,,,,,,,,
20632,3558,,,,,,,,
20633,2484,,25,,,,,,
20634,653,,1,,,,,,
20635,4758,,-8,,,,,,
20636,4442,,,,,,,,
20637,5263,,-43,,,,,,
20638,4884,,-17,,,,,,
20639,3621,,-32,,,,,,
20640,3621,,-32,,,,,,
20641,3621,,-32,,,,,,
20642,3621,,-32,,,,,,
20643,3621,,-32,,,,,,
20644,2358,,,,,,,,
20645,2358,,,,,,,,
20646,2358,,,,,,,,
20647,2926,,,,,,,,
20648,2926,,,,,,,,
20649,3620,,,,,,,,
20650,3495,,18,,,,,,
20651,4379,,-8,,,,,,
20652,4379,,-8,,,,,,
20653,3053,,-4,,,,,,
20654,2400,-1,-1,,,,,,
20655,830,3,-35,,,,,,
20657,830,3,-35,,,,,,
20659,1872,,,,,,,,
20661,2640,-7,-9,,,,,,
20663,1872,,,,,,,,
20665,1872,,,,,,,,
20667,1872,,,,,,,,
20669,1872,,,,,,,,
20671,1872,,,,,,,,
20673,1872,,,,,,,,
20675,1872,,,,,,,,
20677,1872,,,,,,,,
20679,1872,,,,,,,,
20681,1872,,,,,,,,
20683,1872,,,,,,,,
20685,1872,,,,,,,,
20687,1872,,,,,,,,
20689,1872,,,,,,,,
20691,1872,,,,,,,,
20693,2768,-8,-13,,,,,,
20695,1180,,-7,,,,,,
20696,1180,-7,-7,,,,,,
20697,550,,-1,,,,,,
20698,700,4,,,,,,,
20699,550,,-1,,,,,,
20700,550,,-1,,,,,,
20701,550,,-1,,,,,,
20702,550,,-1,,,,,,
20703,2020,-1,-6,,,,,,
20704,1375,1,-1,,,,,,
20706,1897,1,7,,,,,,
20708,789,1,1,,,,,,
20710,770,3,-3,,,,,,
20712,789,1,,,,,,,
20714,830,1,-21,,,,,,
20716,830,1,-21,,,,,,
20718,680,1,5,,,,,,
20720,1660,-11,5,,,,,,
20722,1190,,,,,,,,
20724,1168,1,-1,,,,,,
20727,1616,-3,,,,,,,
20730,2227,-9,-12,,,,,,
20733,2295,4,-9,,,,,,
20736,2256,,,,,,,,
20739,2256,,,,,,,,
20742,1539,-3,-3,,,,,,
20745,4758,13,-7,,,,,,
20746,4758,13,-7,,,,,,
20747,905,,-5,,,,,,
20749,970,1,4,,,,,,
20752,600,1,100,,,,,,
20754,770,-3,3,,,,,,
20756,1130,3,-4,,,,,,
20760,2232,,-5,,,,,,
20762,1940,,1,,,,,,
20763,1940,,1,,,,,,
20764,720,,,,,,,,
20766,700,-3,5,,,,,,
20767,700,-3,5,,,,,,
20768,700,-3,5,,,,,,
20769,700,-3,5,,,,,,
20770,1040,1,7,,,,,,
20771,1040,1,7,,,,,,
20772,1040,1,7,,,,,,
20773,717,,3,,,,,,
20775,1414,,,,,,,,
20777,1982,,3,,,,,,
20779,656,,4,,,,,,
20781,656,,4,,,,,,
20782,1957,-1,-1,,,,,,
20784,886,-1,8,,,,,,
20785,1600,9,-4,,,,,,
20786,830,4,-12,,,,,,
20787,830,4,-12,,,,,,
20788,830,4,-12,,,,,,
20789,830,4,-12,,,,,,
20790,830,4,-12,,,,,,
20791,2020,-1,-6,,,,,,
20792,984,,-4,,,,,,
20794,1411,,5,,,,,,
20796,2022,,3,,,,,,
20798,750,,26,,,,,,
20799,968,1,,,,,,,
20800,589,,1,64,64,64,,,
20801,589,,1,64,64,64,,,
20802,1049,-32,-32,,,,,,
20803,1940,,1,,,,,,
20804,1940,,1,,,,,,
20805,1940,,1,,,,,,
20806,1940,,1,,,,,,
20807,1940,,1,,,,,,
20808,1940,,1,,,,,,
20809,1940,,1,,,,,,
20810,1940,,1,,,,,,
20811,1940,,1,,,,,,
20812,1940,,1,,,,,,
20813,1940,,1,,,,,,
20814,1940,,1,,,,,,
20815,1940,,1,,,,,,
20816,1940,,1,,,,,,
20817,1940,,1,,,,,,
20818,1940,,1,,,,,,
20819,1940,,1,,,,,,
20820,1940,,1,,,,,,
20821,1940,,1,,,,,,
20822,1940,,1,,,,,,
20823,1940,,1,,,,,,
20824,1940,,1,,,,,,
20825,1940,,1,,,,,,
20826,1940,,1,,,,,,
20827,1940,,1,,,,,,
20828,1940,,1,,,,,,
20829,1940,,1,,,,,,
20830,1940,,1,,,,,,
20831,1940,,1,,,,,,
20832,848,,-9,,,,,,
20834,1360,,,,,,,,
20836,1424,4,-12,,,,,,
20838,800,-1,6,,,,,,
20840,1250,-1,,,,,,,
20842,1740,,-8,,,,,,
20844,1100,5,5,,,,,,
20846,1560,-6,-14,,,,,,
20849,912,-1,8,,,,,,
20851,968,-16,-1,,,,,,
20853,620,,,,,,,,
20854,1221,4,1,,,,,,
20855,1221,4,1,,,,,,
20856,1221,4,1,,,,,,
20857,1221,4,1,,,,,,
20858,1221,4,1,,,,,,
20859,1221,4,1,,,,,,
20860,1221,4,1,,,,,,
20861,1221,4,1,,,,,,
20862,1221,4,1,,,,,,
20863,1221,4,1,,,,,,
20864,1221,4,1,,,,,,
20865,1221,4,1,,,,,,
20866,1221,4,1,,,,,,
20867,1221,4,1,,,,,,
20868,1221,4,1,,,,,,
20869,1100,-4,-4,,,,,,
20870,1100,-4,-4,,,,,,
20871,1100,-4,-4,,,,,,
20872,1100,-4,-4,,,,,,
20873,1100,-4,-4,,,,,,
20874,1100,-4,-4,,,,,,
20875,1100,-4,-4,,,,,,
20876,1100,-4,-4,,,,,,
20877,1100,-4,-4,,,,,,
20878,1100,-4,-4,,,,,,
20879,1100,-4,-4,,,,,,
20880,1100,-4,-4,,,,,,
20881,1100,-4,-4,,,,,,
20882,1100,-4,-4,,,,,,
20883,1100,-4,-4,,,,,,
20884,1320,1,-29,,,,,,
20885,990,5,5,,,,,,
20886,860,1,5,,,,,,
20888,779,,4,,,,,,
20890,750,,,,,,,,
20892,1158,,,,,,,,
20893,968,,,,,,,,
20895,900,,,,,,,,
20897,900,,,,,,,,
20899,1032,,,,,,,,
20901,1158,3,21,,,,,,
20902,1158,3,21,,,,,,
20903,1010,1,-1,,,,,,2:10579|3:10577|4:10575|5:10573
20904,1158,3,21,,,,,,
20905,1158,3,21,,,,,,
20906,1010,1,-1,,,,,,2:10580|3:10578|4:10576|5:10574
20907,1158,3,21,,,,,,
20908,1158,3,21,,,,,,
20909,1010,1,-1,,,,,,2:2512|3:599|4:1589|5:2420
20910,1095,8,-11,,,,,,
20911,550,,-1,,,,,,
20912,854,1,-22,,,,,,
20913,589,,1,64,64,64,,,
20914,589,,1,64,64,64,,,
20915,589,,1,64,64,64,,,
20916,589,,1,64,64,64,,,
20917,589,,1,64,64,64,,,
20918,589,,1,64,64,64,,,
20919,589,,1,64,64,64,,,
20920,589,,1,64,64,64,,,
20921,589,,1,64,64,64,,,
20922,589,,1,64,64,64,,,
20923,589,,1,64,64,64,,,
20924,589,,1,64,64,64,,,
20925,589,,1,64,64,64,,,
20926,589,,1,64,64,64,,,
20927,589,,1,64,64,64,,,
20928,589,,1,64,64,64,,,
20929,589,,1,64,64,64,,,
20930,589,,1,64,64,64,,,
20931,589,,1,64,64,64,,,
20932,589,,1,64,64,64,,,
20933,589,,1,64,64,64,,,
20934,589,,1,64,64,64,,,
20935,589,,1,64,64,64,,,
20936,589,,1,64,64,64,,,
20937,589,,1,64,64,64,,,
20938,589,,1,64,64,64,,,
20939,589,,1,64,64,64,,,
20940,589,,1,64,64,64,,,
20941,589,,1,64,64,64,,,
20942,589,,1,64,64,64,,,
20943,589,,1,64,64,64,,,
20944,589,,1,64,64,64,,,
20945,589,,1,64,64,64,,,
20946,589,,1,64,64,64,,,
20947,589,,1,64,64,64,,,
20948,589,,1,64,64,64,,,
20949,589,,1,64,64,64,,,
20950,589,,1,64,64,64,,,
20951,589,,1,64,64,64,,,
20952,589,,1,64,64,64,,,
20953,589,,1,64,64,64,,,
20954,589,,1,64,64,64,,,
20955,589,,1,64,64,64,,,
20956,589,,1,64,64,64,,,
20957,589,,1,64,64,64,,,
20958,589,,1,64,64,64,,,
20959,589,,1,64,64,64,,,
20960,589,,1,64,64,64,,,
20961,589,,1,64,64,64,,,
20962,589,,1,64,64,64,,,
20963,589,,1,64,64,64,,,
20964,589,,1,64,64,64,,,
20965,589,,1,64,64,64,,,
20966,589,,1,64,64,64,,,
20967,589,,1,64,64,64,,,
20968,589,,1,64,64,64,,,
20969,589,,1,64,64,64,,,
20970,589,,1,64,64,64,,,
20971,589,,1,64,64,64,,,
20972,589,,1,64,64,64,,,
20973,589,,1,64,64,64,,,
20974,589,,1,64,64,64,,,
20975,589,,1,64,64,64,,,
20976,589,,1,64,64,64,,,
20977,589,,1,64,64,64,,,
20978,589,,1,64,64,64,,,
20979,589,,1,64,64,64,,,
20980,589,,1,64,64,64,,,
20981,589,,1,64,64,64,,,
20982,589,,1,64,64,64,,,
20983,589,,1,64,64,64,,,
20984,589,,1,64,64,64,,,
20985,589,,1,64,64,64,,,
20986,589,,1,64,64,64,,,
20987,589,,1,64,64,64,,,
20988,589,,1,64,64,64,,,
20989,589,,1,64,64,64,,,
20990,589,,1,64,64,64,,,
20991,589,,1,64,64,64,,,
20992,589,,1,64,64,64,,,
20993,589,,1,64,64,64,,,
20994,589,,1,64,64,64,,,
20995,589,,1,64,64,64,,,
20996,589,,1,64,64,64,,,
20997,,-3,1,,,,,,
21000,792,1,1,,,,,,
21003,1744,-3,-58,,,,,,
21006,668,2,-4,,,,,,
21009,1168,3,1,,,,,,
21012,926,,9,,,,,,
21015,2276,,4,,,,,,
21018,1236,,-12,,,,,,
21021,1358,,-3,,,,,,
21024,1690,-1,7,,,,,,
21028,1347,2,2,,,,,,
21031,1550,3,3,,,,,,
21033,1550,3,3,,,,,,
21034,1032,-3,,,,,,,
21036,,,18,,,,,,
21037,2611,-4,-4,,,,,,
21038,2611,-4,-4,,,,,,
21039,2611,-4,-4,,,,,,
21040,2611,-4,-4,,,,,,
21041,2611,-4,-4,,,,,,
21042,2611,-4,-4,,,,,,
21043,716,-1,-1,,,,,,
21046,1474,5,-3,,,,,,
21047,716,,1,,,,,,
21049,1762,,,,,,,,
21052,700,-3,5,,,,,,
21053,700,-3,5,,,,,,
21054,700,-3,5,,,,,,
21055,700,-3,5,,,,,,
21056,1040,1,7,,,,,,
21057,1040,1,7,,,,,,
21058,1040,1,7,,,,,,
21059,656,,4,,,,,,
21060,1957,-1,-1,,,,,,
21061,848,5,,,,,,,
21063,848,5,,,,,,,
21064,2320,2,2,,,,,,
21066,2320,2,2,,,,,,
21067,1232,,,,,,,,
21069,1232,,,,,,,,
21070,1744,10,10,,,,,,
21072,1744,10,10,,,,,,
21073,592,3,3,,,,,,
21075,592,3,3,,,,,,
21076,976,3,,,,,,,
21078,976,3,,,,,,,
21079,1032,-3,,,,,,,
21081,845,-5,1,,,,,,
21084,845,-5,1,,,,,,
21087,845,-5,1,,,,,,
21090,400,-1,100,,,,,,
21093,400,-1,100,,,,,,
21096,400,-1,100,,,,,,
21099,370,8,106,,,,,,
21102,370,8,106,,,,,,
21105,370,8,106,,,,,,
21108,748,-5,16,,,,,,
21111,748,-5,16,,,,,,
21114,748,-5,16,,,,,,
21117,530,,,,,,,,
21120,530,,,,,,,,
21123,530,,,,,,,,
21126,830,4,-12,,,,,,
21129,830,4,-12,,,,,,
21132,830,4,-12,,,,,,
21134,830,4,-12,,,,,,
21136,830,4,-12,,,,,,
21138,830,4,-12,,,,,,
21140,830,4,-12,,,,,,
21143,465,7,66,,,,,,
21146,465,7,66,,,,,,
21149,465,7,66,,,,,,
21151,465,7,66,,,,,,
21153,465,7,66,,,,,,
21155,465,7,66,,,,,,
21157,465,7,66,,,,,,
21160,620,1,16,,,,,,
21163,620,1,16,,,,,,
21166,620,1,16,,,,,,
21169,620,1,16,,,,,,
21171,620,1,16,,,,,,
21173,620,1,16,,,,,,
21175,620,1,16,,,,,,
21177,659,,-7,,,,,,
21180,659,,-7,,,,,,
21183,659,,-7,,,,,,
21186,2232,,-5,,,,,,
21187,2640,,,,,,,,
21188,2640,,,,,,,,
21189,2640,,,,,,,,
21190,2640,,,,,,,,
21191,2640,,,,,,,,
21192,2640,,,,,,,,
21193,2640,,,,,,,,
21194,2640,,,,,,,,
21195,2640,,,,,,,,
21196,2640,,,,,,,,
21197,2640,,,,,,,,
21198,1490,-5,2,,,,,,
21200,1490,-5,2,,,,,,
21202,1310,,,,,,,,
21205,1744,-3,-58,,,,,,
21206,1168,3,1,,,,,,
21207,912,-1,8,,,,,,
21208,830,5,8,,,,,,
21209,1894,-5,12,,,,,,
21211,784,3,2,,,,,,
21213,589,,,,,,,,
21214,848,,,,,,,,
21216,789,,,,,,,,
21217,789,,,,,,,,
21218,789,,,,,,,,
21219,789,,,,,,,,
21220,789,,,,,,,,
21221,789,,,,,,,,
21222,789,,,,,,,,
21223,789,,,,,,,,
21224,789,,,,,,,,
21225,789,,,,,,,,
21226,789,,,,,,,,
21227,789,,,,,,,,
21228,789,,,,,,,,
21229,789,,,,,,,,
21230,789,,,,,,,,
21231,789,,,,,,,,
21232,789,,,,,,,,
21233,789,,,,,,,,
21234,789,,,,,,,,
21235,789,,,,,,,,
21236,789,,,,,,,,
21237,789,,,,,,,,
21238,789,,,,,,,,
21239,789,,,,,,,,
21240,1058,2,,,,,,,
21241,1058,,7,,,,,,
21242,1208,,,,,,,,
21243,1020,,-18,,,,,,
21244,838,,-1,,,,,,
21245,688,1,3,,,,,,
21246,620,-11,14,,,,,,
21247,906,2,2,,,,,,
21248,2384,,,,,,,,
21249,1378,1,,,,,,,
21251,789,,,,,,,,
21252,850,1,,,,,,,
21253,1146,1,-38,,,,,,
21254,905,-3,-54,,,,,,
21255,1890,-2,30,,,,,,
21257,1806,,,,,,,,
21259,1040,1,7,,,,,,
21260,1503,-7,-1,,,,,,
21261,540,,-1,,,,,,
21262,840,2,-2,,,,,,
21263,380,-1,,,,,,,
21264,779,-4,-3,,,,,,
21266,779,-4,-3,,,,,,
21268,830,3,-16,,,,,,
21270,589,-4,7,,,,,,
21273,1168,,,,,,,,
21275,820,6,-6,,,,,,
21276,,-3,77,,,,,,
21278,2660,6,-32,,,,,,
21279,1762,,,,,,,,
21282,720,,,,,,,,
21284,2232,,-5,,,,,,
21285,2232,,-5,,,,,,
21287,2086,-4,,,,,,,
21289,2232,,-5,,,,,,
21291,1726,21,-9,,,,,,
21293,1726,-8,16,,,,,,
21295,2086,-4,,,,,,,
21297,2086,-4,,,,,,,
21298,716,,-3,,,,,,
21301,1464,-1,8,,,,,,
21304,1853,,,,,,,,
21307,2020,-1,-6,,,,,,
21308,1424,-7,22,,,,,,
21309,1424,-7,22,,,,,,
21310,1424,-7,22,,,,,,
21311,1424,-7,22,,,,,,
21312,1424,-7,22,,,,,,
21313,1424,-7,22,,,,,,
21314,1663,-1,3,,,,,,
21316,850,3,6,,,,,,2:4000|3:4076|4:4177|5:3902
21318,1470,-2,63,,,,,,
21320,1470,-2,63,,,,,,
21322,1470,-2,63,,,,,,
21324,1470,-2,63,,,,,,
21326,1220,6,-29,,,,,,2:4771|3:4772|4:4769|5:4770
21328,1580,,,,,,,,2:2542|3:2543|4:2544|5:2545
21330,1750,1,1,,,,,,2:2546|3:2547|4:2548|5:2549
21332,1220,6,-29,,,,,,2:4763|3:4764|4:4765|5:4766
21334,1220,6,-29,,,,,,2:4763|3:4764|4:4765|5:4766
21336,1220,6,-29,,,,,,2:4763|3:4764|4:4765|5:4766
21338,300,1,,,,,,,2:3951|3:4762|4:4767|5:4768
21340,2640,,,,,,,,
21341,1730,,-20,,,,,,
21343,589,2,1,,,,,,
21345,589,2,1,,,,,,
21347,1726,1,20,,,,,,
21350,780,4,4,,,,,,
21352,1284,,11,,,,,,2:3963|3:3965|4:3967|5:13220
21354,905,-1,3,,,,,,
21356,1830,3,1,85,85,85,,,2:10571|3:10572|4:10569|5:10570
21358,2640,,,,,,,,
21359,2640,,,,,,,,
21360,2640,,,,,,,,
21361,842,1,,,,,,,
21362,842,1,,,,,,,
21363,842,1,,,,,,,
21364,842,1,,,,,,,
21365,842,1,,,,,,,
21366,842,1,,,,,,,
21367,842,1,,,,,,,
21368,842,1,,,,,,,
21369,842,1,,,,,,,
21370,842,1,,,,,,,
21371,842,1,,,,,,,
21372,842,1,,,,,,,
21373,842,1,,,,,,,
21374,842,1,,,,,,,
21375,842,1,,,,,,,
21376,842,1,,,,,,,
21377,842,1,,,,,,,
21378,842,1,,,,,,,
21379,842,1,,,,,,,
21380,842,1,,,,,,,
21381,842,1,,,,,,,
21382,842,1,,,,,,,
21383,842,1,,,,,,,
21384,842,1,,,,,,,
21385,842,1,,,,,,,
21386,842,1,,,,,,,
21387,1086,-3,-16,,,,,,
21389,1086,-3,-16,,,,,,
21391,2640,-5,-17,,,,,,
21392,589,2,1,,,,,,
21394,1000,6,6,,,,,,
21396,2140,3,6,,,,,,
21397,2140,3,6,,,,,,
21398,2140,3,6,,,,,,
21399,2140,3,6,,,,,,
21400,2140,3,6,,,,,,
21401,2140,3,6,,,,,,
21402,2140,3,6,,,,,,
21403,2140,3,6,,,,,,
21404,2140,3,6,,,,,,
21405,2140,3,6,,,,,,
21406,2140,3,6,,,,,,
21407,2140,3,6,,,,,,
21408,2140,3,6,,,,,,
21409,2140,3,6,,,,,,
21410,2140,3,6,,,,,,
21411,2140,3,6,,,,,,
21412,2140,3,6,,,,,,
21413,2140,3,6,,,,,,
21414,2140,3,6,,,,,,
21415,2140,3,6,,,,,,
21416,2140,3,6,,,,,,
21417,2140,3,6,,,,,,
21418,2140,3,6,,,,,,
21419,2140,3,6,,,,,,
21420,2140,3,6,,,,,,
21421,2140,3,6,,,,,,
21422,2140,3,6,,,,,,
21423,2140,3,6,,,,,,
21424,2140,3,6,,,,,,
21425,2140,3,6,,,,,,
21426,2140,3,6,,,,,,
21427,2140,3,6,,,,,,
21428,1770,-5,4,,,,,,
21429,1770,-5,4,,,,,,
21430,1770,-5,4,,,,,,
21431,1770,-5,4,,,,,,
21432,1770,-5,4,,,,,,
21433,620,1,16,,,,,,
21434,1770,-5,4,,,,,,
21435,1770,-5,4,,,,,,
21436,1770,-5,4,,,,,,
21437,1770,-5,4,,,,,,
21438,1770,-5,4,,,,,,
21439,2140,3,6,,,,,,
21445,1744,-1,46,,,,,,
21446,1744,-1,46,,,,,,
21469,1210,,,,,,,,
21471,1210,,,,,,,,
21473,1210,,,,,,,,
21475,1210,,,,,,,,
21477,1910,,-11,,,,,,
21480,1910,,-11,,,,,,
21483,1020,,-18,,,,,,
21486,1380,,3,,,,,,2:21492|3:21493|4:21494|5:21495
21488,1764,-1,3,,,,,,2:21496|3:21497|4:21498|5:21499
21490,840,1,9,160,160,160,,,2:21500|3:21501|4:21502|5:21503
21492,1380,,3,,,,,,
21493,1380,,3,,,,,,
21494,1380,,3,,,,,,
21495,1380,,3,,,,,,
21496,1764,-1,3,,,,,,
21497,1764,-1,3,,,,,,
21498,1764,-1,3,,,,,,
21499,1764,-1,3,,,,,,
21500,840,1,9,160,160,160,,,
21501,840,1,9,160,160,160,,,
21502,840,1,9,160,160,160,,,
21503,840,1,9,160,160,160,,,
21504,1333,-3,29,,,,,,
21507,2800,-8,-30,,,,,,
21508,2547,-11,-31,,,,,,
21509,2421,-3,-30,,,,,,
21511,2348,-14,-9,,,,,,
21512,2110,1,,,,,,,
21515,2366,1,-8,,,,,,
21518,2366,1,-8,,,,,,
21521,2494,1,-16,,,,,,
21524,1010,1,,,,,,,
21525,1010,1,,,,,,,
21526,1010,1,,,,,,,
21527,1010,1,,,,,,,
21528,984,1,,,,,,,
21529,984,1,,,,,,,
21530,460,3,4,,,,,,
21531,550,,-1,,,,,,
21532,1916,-1,9,,,,,,
21533,1916,-1,9,,,,,,
21534,1916,-1,9,,,,,,
21535,1916,-1,9,,,,,,
21536,1916,-1,9,,,,,,
21537,1916,-1,9,,,,,,
21538,1916,-1,9,,,,,,
21539,1284,,-3,,,,,,
21541,781,,6,,,,,,
21543,2168,,24,,,,,,
21545,954,-3,,,,,,,
21547,1744,,,,,,,,
21549,1488,,-9,,,,,,
21551,1744,,,,,,,,
21553,1853,-4,,,,,,,
21555,1168,,7,,,,,,2:21557|3:21558|4:21559|5:21560|25:21561
21557,1168,,7,,,,,,
21558,1168,,7,,,,,,
21559,1168,,7,,,,,,
21560,1168,,7,,,,,,
21561,1168,,7,,,,,,
21562,1854,4,-45,,,,,,
21564,2052,-1,-32,,,,,,
21566,2124,-5,-81,,,,,,
21568,2018,-3,37,,,,,,
21570,848,,,,,,,,
21572,1744,,,,,,,,
21574,1104,-3,,,,,,,
21576,1488,,,,,,,,
21578,592,-1,,,,,,,
21580,1488,,-9,,,,,,
21582,,3,,,,,,,
21584,1616,,,,,,,,
21586,1872,11,26,,,,,,
21588,1488,,-37,,,,,,
21590,1744,1,-12,,,,,,
21592,2128,8,-70,,,,,,
21594,1744,-4,1,,,,,,
21596,1104,,54,,,,,,
21598,2128,,,,,,,,
21604,1616,4,,,,,,,
21606,1616,,,,,,,,
21608,1744,,,,,,,,
21610,1744,7,-30,,,,,,
21612,1488,-7,-89,,,,,,
21614,1872,-5,-20,,,,,,
21616,1853,-4,,,,,,,
21618,,-9,,,,,,,
21620,,4,,,,,,,
21622,1210,-6,,,,,,,
21624,3578,,66,,,,,,
21626,1032,-3,-2,,,,,,
21629,865,1,22,,,,,,
21631,1158,-1,12,80,70,80,,,
21633,1936,,,,,,,,
21634,1936,,,,,,,,
21637,1313,-8,-34,,,,,,
21640,840,2,-2,,,,,,
21641,840,2,-2,,,,,,
21642,840,2,-2,,,,,,
21643,770,3,-3,,,,,,
21646,1500,1,-2,,,,,,
21649,1726,1,-3,,,,,,
21652,1700,6,19,,,,,,
21655,1472,3,-8,,,,,,
21656,1000,1,24,,,,,,2:21658|3:21659|4:21660|5:21661
21658,1000,1,24,,,,,,
21659,1000,1,37,,,,,,
21660,1256,-5,37,,,,,,
21661,1438,-1,37,,,,,,
21662,750,,26,,,,,,
21664,780,-4,-4,,,,,,
21666,780,-4,-4,,,,,,
21668,780,-4,-4,,,,,,
21670,780,-4,-4,,,,,,
21672,780,-4,-4,,,,,,
21674,780,-4,-4,,,,,,
21676,780,-4,-4,,,,,,
21678,780,-4,-4,,,,,,
21680,780,-4,-4,,,,,,
21682,780,-4,-4,,,,,,
21684,950,,-9,,,,,,
21687,950,,-9,,,,,,
21690,950,,-9,,,,,,
21693,1000,1,27,,,,,,
21695,2168,,4,,,,,,
21697,830,1,-21,,,,,,
21698,1411,-3,-3,,,,,,
21701,1411,-3,-3,,,,,,
21704,1411,-3,-3,,,,,,
21707,1411,-3,-3,,,,,,
21710,1040,1,7,,,,,,
21711,550,,-1,,,,,,
21712,550,,-1,,,,,,
21713,970,1,4,,,,,,
21714,750,,26,,,,,,
21715,1040,1,7,,,,,,
21716,780,-5,7,,,,,,
21717,1390,,,,,,,,
21718,1040,1,7,,,,,,
21719,500,5,13,,,,,,
21720,500,5,13,,,,,,
21722,848,2,,,,,,,
21723,1358,4,-7,,,,,,
21724,700,-3,5,,,,,,
21726,1210,-6,,,,,,,
21728,1400,1,,,,,,,
21730,2248,1,8,,,,,,
21733,852,,-7,,,,,,
21736,789,,-1,,,,,,
21739,1020,12,-17,,,,,,
21742,1984,8,-14,,,,,,
21745,590,10,60,,,,,,
21748,8978,36,16,,,,,,
21750,9872,-43,-8,,,,,,
21752,1020,12,-17,,,,,,
21754,1347,-9,13,,,,,,
21756,840,,,,,,,,
21758,1243,,-1,,,,,,
21759,1040,1,7,,,,,,
21760,1086,1,8,,,,,,
21762,1086,1,-21,,,,,,
21764,1086,4,-21,,,,,,
21766,958,1,-9,,,,,,
21768,1086,7,-12,,,,,,
21770,1086,1,-21,,,,,,
21772,958,1,16,,,,,,
21774,1020,-1,11,,,,,,
21775,1040,1,7,,,,,,
21776,2232,,-5,,,,,,
21778,720,,,,,,,,
21780,2232,,-5,,,,,,
21782,720,,,,,,,,
21784,2232,,-5,,,,,,
21786,720,,,,,,,,
21788,12000,,-32,,,,,,
21789,842,1,,,,,,,
21790,842,1,,,,,,,
21791,2140,-1,-2,,,,,,
21793,2140,-1,-2,,,,,,
21795,2140,-1,-2,,,,,,
21797,905,-8,8,,,,,,
21798,1168,13,-14,,,,,,
21799,1411,,-18,,,,,,
21800,2264,3,6,,,,,,
21802,842,1,,,,,,,
21804,1308,-12,-31,,,,,,
21807,1411,-5,-4,,,,,,
21810,1411,-5,-4,,,,,,
21813,1411,-5,-4,,,,,,
21816,659,,-7,,,,,,
21817,659,,-7,,,,,,
21820,1318,3,4,,,,,,2:21822|3:21823|4:21824|5:21825
21822,1318,3,4,,,,,,
21823,1318,3,4,,,,,,
21824,1318,3,4,,,,,,
21825,1318,3,4,,,,,,
21826,1236,,-12,,,,,,
21827,1220,6,-29,,,,,,
21828,1220,6,-29,,,,,,
21829,1358,,-3,,,,,,
21830,1220,6,-29,,,,,,
21831,1220,6,-29,,,,,,
21832,1690,-1,7,,,,,,
21833,1220,6,-29,,,,,,
21834,1220,6,-29,,,,,,
21837,900,-3,-1,,,,,,
21838,968,7,-4,,,,,,
21841,1940,,1,,,,,,
21842,1940,,1,,,,,,
21843,1940,,1,,,,,,
21844,1940,,1,,,,,,
21845,1940,,1,,,,,,
21846,1940,,1,,,,,,
21847,905,4,3,,,,,,
21849,968,4,,,,,,,
21851,1411,4,1,,,,,,
